feature_index,feature_name,component,feature_type,importance
3084,cyy_440,440,diagonal,5.655981e-05
2126,cyz_303,303,off_diagonal,5.645172e-05
691,cyz_98,98,off_diagonal,5.6405945e-05
3067,cxx_438,438,diagonal,5.633107e-05
2594,cyy_370,370,diagonal,5.6315414e-05
963,cyy_137,137,diagonal,5.6254e-05
2279,cyy_325,325,diagonal,5.611593e-05
2806,czz_400,400,diagonal,5.6030363e-05
563,cxz_80,80,off_diagonal,5.581648e-05
1677,cyy_239,239,diagonal,5.5807133e-05
2574,cyz_367,367,off_diagonal,5.5761153e-05
897,cxx_128,128,diagonal,5.574231e-05
2753,cxy_393,393,off_diagonal,5.571833e-05
3439,cxy_491,491,off_diagonal,5.566906e-05
2039,cxy_291,291,off_diagonal,5.563667e-05
1825,cyz_260,260,off_diagonal,5.556513e-05
2129,cxx_304,304,diagonal,5.5463737e-05
372,cxx_53,53,diagonal,5.5463555e-05
2255,cxx_322,322,diagonal,5.544304e-05
2112,cyz_301,301,off_diagonal,5.5401142e-05
117,cyz_16,16,off_diagonal,5.5320135e-05
2040,cxz_291,291,off_diagonal,5.525373e-05
3343,cyy_477,477,diagonal,5.52312e-05
2138,cxz_305,305,off_diagonal,5.5209537e-05
604,cxy_86,86,off_diagonal,5.5066175e-05
3295,cyz_470,470,off_diagonal,5.484787e-05
3282,czz_468,468,diagonal,5.4768174e-05
1937,cyz_276,276,off_diagonal,5.4623906e-05
2182,cyz_311,311,off_diagonal,5.448643e-05
231,w_33,33,weight,5.444453e-05
1518,czz_216,216,diagonal,5.434149e-05
1190,w_170,170,weight,5.4308297e-05
1630,czz_232,232,diagonal,5.4274555e-05
3351,cyz_478,478,off_diagonal,5.4240587e-05
1641,cxz_234,234,off_diagonal,5.4158776e-05
92,cxx_13,13,diagonal,5.4076423e-05
1113,w_159,159,weight,5.3823645e-05
453,cyz_64,64,off_diagonal,5.364144e-05
3452,cxx_493,493,diagonal,5.3519558e-05
2978,cxz_425,425,off_diagonal,5.339118e-05
737,cxy_105,105,off_diagonal,5.323303e-05
222,cyz_31,31,off_diagonal,5.3168184e-05
2097,cyy_299,299,diagonal,5.310915e-05
96,cyz_13,13,off_diagonal,5.2971907e-05
1636,cyz_233,233,off_diagonal,5.282624e-05
1683,cxz_240,240,off_diagonal,5.2719854e-05
2056,cyz_293,293,off_diagonal,5.2569525e-05
2160,cyy_308,308,diagonal,5.2409297e-05
2045,cxx_292,292,diagonal,5.240926e-05
2510,cyy_358,358,diagonal,5.221857e-05
3215,cxy_459,459,off_diagonal,5.218036e-05
941,cxz_134,134,off_diagonal,5.190909e-05
416,cxz_59,59,off_diagonal,5.182697e-05
3263,cxx_466,466,diagonal,5.1802905e-05
2503,cyy_357,357,diagonal,5.177625e-05
2981,czz_425,425,diagonal,5.1713327e-05
2190,czz_312,312,diagonal,5.1683255e-05
188,czz_26,26,diagonal,5.1453415e-05
3052,w_436,436,weight,5.1448886e-05
61,cyz_8,8,off_diagonal,5.142053e-05
82,cyz_11,11,off_diagonal,5.116267e-05
931,w_133,133,weight,5.1109837e-05
3230,cxz_461,461,off_diagonal,5.1106104e-05
465,cxz_66,66,off_diagonal,5.1086383e-05
401,cxy_57,57,off_diagonal,5.083939e-05
587,czz_83,83,diagonal,5.07398e-05
1731,cxy_247,247,off_diagonal,5.0721093e-05
954,cxy_136,136,off_diagonal,5.065163e-05
297,cxz_42,42,off_diagonal,5.063071e-05
1753,cxz_250,250,off_diagonal,5.0596933e-05
1613,cxz_230,230,off_diagonal,5.0446957e-05
3265,cxz_466,466,off_diagonal,5.0419923e-05
2699,cyy_385,385,diagonal,5.0418672e-05
160,czz_22,22,diagonal,5.0389954e-05
704,cyy_100,100,diagonal,5.0292536e-05
2589,czz_369,369,diagonal,5.0211675e-05
2718,cxy_388,388,off_diagonal,5.0101353e-05
1029,w_147,147,weight,5.0098337e-05
629,czz_89,89,diagonal,4.9985723e-05
2437,cxx_348,348,diagonal,4.995065e-05
383,cyz_54,54,off_diagonal,4.9928844e-05
1095,cxz_156,156,off_diagonal,4.988157e-05
980,w_140,140,weight,4.986638e-05
2349,cyy_335,335,diagonal,4.985475e-05
2118,cyy_302,302,diagonal,4.982132e-05
78,cxx_11,11,diagonal,4.9769853e-05
2267,czz_323,323,diagonal,4.9768496e-05
123,cyy_17,17,diagonal,4.975398e-05
1873,cyy_267,267,diagonal,4.9723825e-05
3063,cyy_437,437,diagonal,4.9622726e-05
2979,cyy_425,425,diagonal,4.960266e-05
1441,czz_205,205,diagonal,4.959514e-05
2523,cxz_360,360,off_diagonal,4.946965e-05
134,cxx_19,19,diagonal,4.944972e-05
2633,cxx_376,376,diagonal,4.9248378e-05
75,cyz_10,10,off_diagonal,4.9180446e-05
1862,w_266,266,weight,4.9108265e-05
2415,w_345,345,weight,4.89743e-05
309,cxx_44,44,diagonal,4.8969083e-05
2827,czz_403,403,diagonal,4.8965354e-05
2676,cxy_382,382,off_diagonal,4.892645e-05
1798,czz_256,256,diagonal,4.892453e-05
900,cyy_128,128,diagonal,4.8916907e-05
349,czz_49,49,diagonal,4.8905316e-05
2367,cxx_338,338,diagonal,4.8854014e-05
2894,cxz_413,413,off_diagonal,4.8740792e-05
2145,cxz_306,306,off_diagonal,4.8641345e-05
2440,cyy_348,348,diagonal,4.839621e-05
1906,cxy_272,272,off_diagonal,4.796326e-05
725,cyy_103,103,diagonal,4.7949023e-05
1486,cxy_212,212,off_diagonal,4.784766e-05
2482,cyy_354,354,diagonal,4.7833728e-05
2799,czz_399,399,diagonal,4.7787442e-05
36,cxx_5,5,diagonal,4.7747297e-05
301,w_43,43,weight,4.769218e-05
2577,cxx_368,368,diagonal,4.7659e-05
782,cyz_111,111,off_diagonal,4.7573933e-05
1938,czz_276,276,diagonal,4.74173e-05
2956,cxy_422,422,off_diagonal,4.735207e-05
2469,cyz_352,352,off_diagonal,4.721123e-05
1130,cxz_161,161,off_diagonal,4.712155e-05
3169,cyz_452,452,off_diagonal,4.710609e-05
1370,cyz_195,195,off_diagonal,4.7105106e-05
2712,cxz_387,387,off_diagonal,4.699975e-05
716,cxy_102,102,off_diagonal,4.6985817e-05
2612,cxx_373,373,diagonal,4.6947116e-05
394,cxy_56,56,off_diagonal,4.6896344e-05
3331,czz_475,475,diagonal,4.6883793e-05
166,cyz_23,23,off_diagonal,4.6836052e-05
1507,cxy_215,215,off_diagonal,4.6801746e-05
1422,cxx_203,203,diagonal,4.6796962e-05
2949,cxy_421,421,off_diagonal,4.6709843e-05
1262,cxy_180,180,off_diagonal,4.6629244e-05
1857,cxy_265,265,off_diagonal,4.660538e-05
62,czz_8,8,diagonal,4.6577094e-05
3193,cxx_456,456,diagonal,4.6538426e-05
1528,cxy_218,218,off_diagonal,4.647535e-05
1199,cxy_171,171,off_diagonal,4.644124e-05
1121,cxx_160,160,diagonal,4.6367462e-05
2536,cxy_362,362,off_diagonal,4.627151e-05
2766,cxx_395,395,diagonal,4.613713e-05
2169,czz_309,309,diagonal,4.6133046e-05
3152,cxy_450,450,off_diagonal,4.6030593e-05
1258,cyz_179,179,off_diagonal,4.5792258e-05
982,cxy_140,140,off_diagonal,4.5783938e-05
2210,cyz_315,315,off_diagonal,4.570036e-05
521,cxz_74,74,off_diagonal,4.5552075e-05
976,cxz_139,139,off_diagonal,4.554021e-05
528,cxz_75,75,off_diagonal,4.5510995e-05
2583,w_369,369,weight,4.5487213e-05
2763,cyz_394,394,off_diagonal,4.5443612e-05
1138,cyy_162,162,diagonal,4.5316894e-05
1322,czz_188,188,diagonal,4.5118893e-05
1802,cxz_257,257,off_diagonal,4.510389e-05
1569,cxx_224,224,diagonal,4.5090157e-05
1972,cyz_281,281,off_diagonal,4.5064444e-05
172,cyy_24,24,diagonal,4.5042976e-05
3202,cxz_457,457,off_diagonal,4.502166e-05
2896,cyz_413,413,off_diagonal,4.4968096e-05
2256,cxy_322,322,off_diagonal,4.4929628e-05
1150,cxy_164,164,off_diagonal,4.4844594e-05
1390,cyy_198,198,diagonal,4.4693083e-05
3168,cyy_452,452,diagonal,4.469136e-05
17,cxz_2,2,off_diagonal,4.466647e-05
720,czz_102,102,diagonal,4.461973e-05
474,cyz_67,67,off_diagonal,4.4486012e-05
2995,czz_427,427,diagonal,4.441604e-05
164,cxz_23,23,off_diagonal,4.4354918e-05
26,cyz_3,3,off_diagonal,4.4267e-05
1767,cxz_252,252,off_diagonal,4.4239354e-05
2292,cxz_327,327,off_diagonal,4.4224704e-05
2588,cyz_369,369,off_diagonal,4.4223776e-05
2348,cxz_335,335,off_diagonal,4.4163877e-05
3062,cxz_437,437,off_diagonal,4.410906e-05
1946,w_278,278,weight,4.4042037e-05
2861,cyz_408,408,off_diagonal,4.4009004e-05
2328,cyy_332,332,diagonal,4.3832973e-05
2483,cyz_354,354,off_diagonal,4.38308e-05
2970,cxy_424,424,off_diagonal,4.3646512e-05
1792,w_256,256,weight,4.351862e-05
1947,cxx_278,278,diagonal,4.344859e-05
1301,czz_185,185,diagonal,4.3432352e-05
2166,cxz_309,309,off_diagonal,4.3428117e-05
864,cxz_123,123,off_diagonal,4.338488e-05
1058,cxx_151,151,diagonal,4.335836e-05
968,cxy_138,138,off_diagonal,4.3349504e-05
2641,cxy_377,377,off_diagonal,4.3328633e-05
2240,w_320,320,weight,4.3113316e-05
657,czz_93,93,diagonal,4.3039807e-05
3364,cyy_480,480,diagonal,4.295228e-05
947,cxy_135,135,off_diagonal,4.289478e-05
516,cyz_73,73,off_diagonal,4.2846263e-05
2880,cxz_411,411,off_diagonal,4.28293e-05
3422,czz_488,488,diagonal,4.2735963e-05
2337,czz_333,333,diagonal,4.2715677e-05
2229,cxz_318,318,off_diagonal,4.263007e-05
3080,w_440,440,weight,4.259624e-05
1557,cxz_222,222,off_diagonal,4.2417287e-05
935,cyy_133,133,diagonal,4.2371896e-05
680,cxx_97,97,diagonal,4.2312193e-05
748,czz_106,106,diagonal,4.227246e-05
762,czz_108,108,diagonal,4.226073e-05
12,cyz_1,1,off_diagonal,4.22446e-05
3223,cxz_460,460,off_diagonal,4.221305e-05
3414,cyz_487,487,off_diagonal,4.2021387e-05
2010,cxx_287,287,diagonal,4.2012074e-05
1424,cxz_203,203,off_diagonal,4.1904772e-05
41,czz_5,5,diagonal,4.1874806e-05
2347,cxy_335,335,off_diagonal,4.176162e-05
1156,cxx_165,165,diagonal,4.168268e-05
2677,cxz_382,382,off_diagonal,4.1494524e-05
2173,cxz_310,310,off_diagonal,4.1385654e-05
3244,cxz_463,463,off_diagonal,4.1363688e-05
2792,czz_398,398,diagonal,4.1338302e-05
2729,czz_389,389,diagonal,4.112152e-05
862,cxx_123,123,diagonal,4.109235e-05
2666,czz_380,380,diagonal,4.0993655e-05
1196,czz_170,170,diagonal,4.0959843e-05
3194,cxy_456,456,off_diagonal,4.093757e-05
607,cyz_86,86,off_diagonal,4.0931518e-05
30,cxy_4,4,off_diagonal,4.090878e-05
2020,cyy_288,288,diagonal,4.088983e-05
128,cxy_18,18,off_diagonal,4.0860887e-05
2846,cyy_406,406,diagonal,4.085785e-05
2461,cyy_351,351,diagonal,4.084522e-05
3138,cxy_448,448,off_diagonal,4.0780287e-05
1309,w_187,187,weight,4.0707488e-05
2530,cxz_361,361,off_diagonal,4.049522e-05
1725,cxz_246,246,off_diagonal,4.0491734e-05
393,cxx_56,56,diagonal,4.0481642e-05
2076,cyy_296,296,diagonal,4.0464765e-05
261,cxy_37,37,off_diagonal,4.0463055e-05
3167,cxz_452,452,off_diagonal,4.0451392e-05
2353,cxx_336,336,diagonal,4.0347157e-05
1645,w_235,235,weight,4.033943e-05
226,cxy_32,32,off_diagonal,4.0269133e-05
2658,cyz_379,379,off_diagonal,4.0120238e-05
2992,cxz_427,427,off_diagonal,4.007889e-05
129,cxz_18,18,off_diagonal,4.0046834e-05
191,cxy_27,27,off_diagonal,3.998572e-05
15,cxx_2,2,diagonal,3.9933362e-05
338,cxy_48,48,off_diagonal,3.9895494e-05
1623,czz_231,231,diagonal,3.9865306e-05
2044,w_292,292,weight,3.978796e-05
943,cyz_134,134,off_diagonal,3.9731356e-05
3447,cxz_492,492,off_diagonal,3.9705887e-05
2670,cxz_381,381,off_diagonal,3.9669e-05
1832,cyz_261,261,off_diagonal,3.9509654e-05
595,w_85,85,weight,3.948865e-05
3327,cxy_475,475,off_diagonal,3.9486382e-05
2401,w_343,343,weight,3.9309423e-05
2231,cyz_318,318,off_diagonal,3.9264258e-05
2611,w_373,373,weight,3.9213763e-05
1515,cxz_216,216,off_diagonal,3.91994e-05
1629,cyz_232,232,off_diagonal,3.919084e-05
3448,cyy_492,492,diagonal,3.9185874e-05
1546,czz_220,220,diagonal,3.9164235e-05
1955,cxy_279,279,off_diagonal,3.915413e-05
2954,w_422,422,weight,3.8962073e-05
3188,cxz_455,455,off_diagonal,3.8905262e-05
1294,czz_184,184,diagonal,3.887522e-05
1353,cxy_193,193,off_diagonal,3.8874274e-05
3355,cxy_479,479,off_diagonal,3.885689e-05
1181,cyz_168,168,off_diagonal,3.880591e-05
2350,cyz_335,335,off_diagonal,3.8713097e-05
928,cyy_132,132,diagonal,3.8679336e-05
3395,w_485,485,weight,3.859165e-05
1260,w_180,180,weight,3.8509443e-05
1149,cxx_164,164,diagonal,3.846985e-05
1155,w_165,165,weight,3.8434646e-05
972,czz_138,138,diagonal,3.819778e-05
2567,cyz_366,366,off_diagonal,3.8191673e-05
2216,cyy_316,316,diagonal,3.809396e-05
2744,w_392,392,weight,3.808252e-05
1161,czz_165,165,diagonal,3.8060098e-05
176,cxx_25,25,diagonal,3.798566e-05
21,w_3,3,weight,3.7939884e-05
3383,cxy_483,483,off_diagonal,3.791097e-05
679,w_97,97,weight,3.790982e-05
499,cxy_71,71,off_diagonal,3.7780937e-05
626,cxz_89,89,off_diagonal,3.776359e-05
1276,cxy_182,182,off_diagonal,3.776106e-05
3288,cyz_469,469,off_diagonal,3.7720296e-05
3271,cxy_467,467,off_diagonal,3.7661743e-05
2228,cxy_318,318,off_diagonal,3.7534206e-05
2143,cxx_306,306,diagonal,3.7534177e-05
1756,czz_250,250,diagonal,3.7518545e-05
479,cxz_68,68,off_diagonal,3.7488506e-05
265,czz_37,37,diagonal,3.7432503e-05
3259,cyy_465,465,diagonal,3.727548e-05
1425,cyy_203,203,diagonal,3.7209356e-05
1016,cxx_145,145,diagonal,3.7164322e-05
565,cyz_80,80,off_diagonal,3.7159756e-05
1612,cxy_230,230,off_diagonal,3.7137455e-05
2694,czz_384,384,diagonal,3.7092865e-05
997,cxz_142,142,off_diagonal,3.7088823e-05
2860,cyy_408,408,diagonal,3.6970207e-05
707,w_101,101,weight,3.689228e-05
1803,cyy_257,257,diagonal,3.686702e-05
2344,czz_334,334,diagonal,3.6755107e-05
274,cxx_39,39,diagonal,3.6712518e-05
159,cyz_22,22,off_diagonal,3.6699792e-05
220,cxz_31,31,off_diagonal,3.6691104e-05
3016,czz_430,430,diagonal,3.665334e-05
509,cyz_72,72,off_diagonal,3.6609123e-05
1919,cxx_274,274,diagonal,3.642724e-05
2560,cyz_365,365,off_diagonal,3.6397065e-05
1740,cyy_248,248,diagonal,3.6239922e-05
635,cyz_90,90,off_diagonal,3.6235084e-05
541,cxy_77,77,off_diagonal,3.623088e-05
2785,czz_397,397,diagonal,3.6118618e-05
1056,czz_150,150,diagonal,3.6081794e-05
53,cyy_7,7,diagonal,3.6078476e-05
2640,cxx_377,377,diagonal,3.6068148e-05
2881,cyy_411,411,diagonal,3.6039208e-05
3087,w_441,441,weight,3.593967e-05
1124,cyy_160,160,diagonal,3.579573e-05
1265,cyz_180,180,off_diagonal,3.5788853e-05
2924,cyz_417,417,off_diagonal,3.578311e-05
1624,w_232,232,weight,3.5752466e-05
68,cyz_9,9,off_diagonal,3.574222e-05
1299,cyy_185,185,diagonal,3.571352e-05
2446,cxz_349,349,off_diagonal,3.5710804e-05
551,cyz_78,78,off_diagonal,3.570799e-05
3102,cxx_443,443,diagonal,3.570699e-05
2748,cyy_392,392,diagonal,3.564994e-05
424,cyy_60,60,diagonal,3.552338e-05
3234,w_462,462,weight,3.5491255e-05
2888,cyy_412,412,diagonal,3.5479865e-05
2551,cxz_364,364,off_diagonal,3.5462606e-05
3090,cxz_441,441,off_diagonal,3.5439647e-05
1727,cyz_246,246,off_diagonal,3.5311612e-05
9,cxy_1,1,off_diagonal,3.5234872e-05
695,cxy_99,99,off_diagonal,3.519417e-05
325,cxz_46,46,off_diagonal,3.5162917e-05
2705,cxz_386,386,off_diagonal,3.5097448e-05
3317,czz_473,473,diagonal,3.503238e-05
2004,cxy_286,286,off_diagonal,3.502406e-05
871,cxz_124,124,off_diagonal,3.496308e-05
780,cxz_111,111,off_diagonal,3.486348e-05
1300,cyz_185,185,off_diagonal,3.4787958e-05
2942,cxy_420,420,off_diagonal,3.4600023e-05
610,cxx_87,87,diagonal,3.454585e-05
1092,w_156,156,weight,3.447003e-05
2331,w_333,333,weight,3.443463e-05
538,czz_76,76,diagonal,3.4304e-05
1904,w_272,272,weight,3.425043e-05
2605,cxx_372,372,diagonal,3.422133e-05
2882,cyz_411,411,off_diagonal,3.42039e-05
1427,czz_203,203,diagonal,3.419699e-05
2293,cyy_327,327,diagonal,3.4137418e-05
3336,cyy_476,476,diagonal,3.4135202e-05
813,cxx_116,116,diagonal,3.409979e-05
2675,cxx_382,382,diagonal,3.3931425e-05
1776,cyz_253,253,off_diagonal,3.3906344e-05
2054,cxz_293,293,off_diagonal,3.3842585e-05
3499,czz_499,499,diagonal,3.3786306e-05
2425,cxz_346,346,off_diagonal,3.3769687e-05
1719,cyy_245,245,diagonal,3.375222e-05
2355,cxz_336,336,off_diagonal,3.373734e-05
770,w_110,110,weight,3.362966e-05
302,cxx_43,43,diagonal,3.354623e-05
1360,cxy_194,194,off_diagonal,3.3366712e-05
380,cxy_54,54,off_diagonal,3.3212422e-05
979,czz_139,139,diagonal,3.3187192e-05
2154,cyz_307,307,off_diagonal,3.310211e-05
821,cxy_117,117,off_diagonal,3.3053355e-05
1689,cxy_241,241,off_diagonal,3.3009816e-05
3302,cyz_471,471,off_diagonal,3.29533e-05
199,cxz_28,28,off_diagonal,3.2914202e-05
1178,cxy_168,168,off_diagonal,3.2868855e-05
1815,cxy_259,259,off_diagonal,3.281613e-05
705,cyz_100,100,off_diagonal,3.2780674e-05
2542,cxx_363,363,diagonal,3.2766704e-05
1804,cyz_257,257,off_diagonal,3.273672e-05
1041,cyz_148,148,off_diagonal,3.270276e-05
2188,cyy_312,312,diagonal,3.2677257e-05
1362,cyy_194,194,diagonal,3.2649295e-05
1045,cxy_149,149,off_diagonal,3.257013e-05
1871,cxy_267,267,off_diagonal,3.252585e-05
2559,cyy_365,365,diagonal,3.2523545e-05
329,w_47,47,weight,3.2517055e-05
3225,cyz_460,460,off_diagonal,3.242947e-05
2999,cxz_428,428,off_diagonal,3.2420437e-05
386,cxx_55,55,diagonal,3.239038e-05
944,czz_134,134,diagonal,3.2346496e-05
2958,cyy_422,422,diagonal,3.2335527e-05
3022,cyz_431,431,off_diagonal,3.2304473e-05
1143,cxy_163,163,off_diagonal,3.230197e-05
594,czz_84,84,diagonal,3.225888e-05
911,cxx_130,130,diagonal,3.2042808e-05
879,cyy_125,125,diagonal,3.199848e-05
1398,cyz_199,199,off_diagonal,3.1736203e-05
2615,cyy_373,373,diagonal,3.1725267e-05
2852,cxz_407,407,off_diagonal,3.1705214e-05
1213,cxy_173,173,off_diagonal,3.1703094e-05
570,cxz_81,81,off_diagonal,3.1629832e-05
3209,cxz_458,458,off_diagonal,3.152681e-05
769,czz_109,109,diagonal,3.1488795e-05
1044,cxx_149,149,diagonal,3.1450814e-05
1216,cyz_173,173,off_diagonal,3.140503e-05
2750,czz_392,392,diagonal,3.13789e-05
1024,cxy_146,146,off_diagonal,3.1261872e-05
443,cxy_63,63,off_diagonal,3.126114e-05
2006,cyy_286,286,diagonal,3.1190542e-05
2550,cxy_364,364,off_diagonal,3.113179e-05
2582,czz_368,368,diagonal,3.10819e-05
3412,cxz_487,487,off_diagonal,3.1036572e-05
1785,w_255,255,weight,3.1008432e-05
2356,cyy_336,336,diagonal,3.0968942e-05
3208,cxy_458,458,off_diagonal,3.0965733e-05
913,cxz_130,130,off_diagonal,3.0842657e-05
2238,cyz_319,319,off_diagonal,3.0782932e-05
1672,czz_238,238,diagonal,3.0772844e-05
2546,cyz_363,363,off_diagonal,3.076942e-05
347,cyy_49,49,diagonal,3.0730545e-05
2405,cyy_343,343,diagonal,3.0633353e-05
2069,cyy_295,295,diagonal,3.0611773e-05
2227,cxx_318,318,diagonal,3.0587045e-05
826,w_118,118,weight,3.056387e-05
2275,w_325,325,weight,3.0538693e-05
2294,cyz_327,327,off_diagonal,3.0484387e-05
1909,cyz_272,272,off_diagonal,3.0342315e-05
355,cyz_50,50,off_diagonal,3.0281679e-05
3321,cxz_474,474,off_diagonal,3.0263991e-05
1105,czz_157,157,diagonal,3.0225974e-05
1439,cyy_205,205,diagonal,3.019302e-05
1317,cxx_188,188,diagonal,3.0190613e-05
883,cxx_126,126,diagonal,3.0167937e-05
3315,cyy_473,473,diagonal,3.0110521e-05
2820,czz_402,402,diagonal,3.0102416e-05
1028,czz_146,146,diagonal,3.0051167e-05
1594,cyz_227,227,off_diagonal,3.0026149e-05
2153,cyy_307,307,diagonal,3.0015295e-05
51,cxy_7,7,off_diagonal,2.9968853e-05
1411,cyy_201,201,diagonal,2.9961662e-05
3237,cxz_462,462,off_diagonal,2.9887951e-05
2527,w_361,361,weight,2.9875102e-05
488,cyz_69,69,off_diagonal,2.9831519e-05
1954,cxx_279,279,diagonal,2.9821744e-05
2377,cyy_339,339,diagonal,2.980797e-05
549,cxz_78,78,off_diagonal,2.9802037e-05
599,cyy_85,85,diagonal,2.9783652e-05
2606,cxy_372,372,off_diagonal,2.9744606e-05
3207,cxx_458,458,diagonal,2.9699577e-05
1748,cyz_249,249,off_diagonal,2.9696419e-05
2847,cyz_406,406,off_diagonal,2.9654751e-05
2975,w_425,425,weight,2.9653811e-05
835,cxy_119,119,off_diagonal,2.9572777e-05
377,czz_53,53,diagonal,2.9525136e-05
3003,w_429,429,weight,2.9484878e-05
3060,cxx_437,437,diagonal,2.946644e-05
2663,cxz_380,380,off_diagonal,2.943715e-05
2325,cxx_332,332,diagonal,2.9425082e-05
1794,cxy_256,256,off_diagonal,2.9274957e-05
275,cxy_39,39,off_diagonal,2.9263661e-05
2876,czz_410,410,diagonal,2.91574e-05
2804,cyy_400,400,diagonal,2.914073e-05
1769,cyz_252,252,off_diagonal,2.9137866e-05
141,cxx_20,20,diagonal,2.9113937e-05
1761,cyy_251,251,diagonal,2.9012797e-05
45,cxz_6,6,off_diagonal,2.9011097e-05
1126,czz_160,160,diagonal,2.888153e-05
2963,cxy_423,423,off_diagonal,2.8854762e-05
1053,cxz_150,150,off_diagonal,2.8853505e-05
823,cyy_117,117,diagonal,2.8803217e-05
819,w_117,117,weight,2.8797876e-05
1162,w_166,166,weight,2.8768536e-05
3394,czz_484,484,diagonal,2.8655135e-05
1012,cyy_144,144,diagonal,2.8647533e-05
1059,cxy_151,151,off_diagonal,2.8571752e-05
687,cxx_98,98,diagonal,2.8506773e-05
3116,cxx_445,445,diagonal,2.8506156e-05
2661,cxx_380,380,diagonal,2.8496599e-05
2307,cyy_329,329,diagonal,2.8483857e-05
412,czz_58,58,diagonal,2.8463508e-05
1688,cxx_241,241,diagonal,2.8449647e-05
1020,cyz_145,145,off_diagonal,2.8446868e-05
2803,cxz_400,400,off_diagonal,2.8446548e-05
741,czz_105,105,diagonal,2.840413e-05
1763,czz_251,251,diagonal,2.8353083e-05
1311,cxy_187,187,off_diagonal,2.8338318e-05
3278,cxy_468,468,off_diagonal,2.830384e-05
625,cxy_89,89,off_diagonal,2.8299866e-05
409,cxz_58,58,off_diagonal,2.8255732e-05
2840,cyz_405,405,off_diagonal,2.8243498e-05
1205,cxx_172,172,diagonal,2.818295e-05
2771,czz_395,395,diagonal,2.8094179e-05
2247,w_321,321,weight,2.8066306e-05
621,cyz_88,88,off_diagonal,2.8035187e-05
1072,cxx_153,153,diagonal,2.8014956e-05
1174,cyz_167,167,off_diagonal,2.8010316e-05
888,czz_126,126,diagonal,2.799876e-05
2557,cxy_365,365,off_diagonal,2.7927257e-05
24,cxz_3,3,off_diagonal,2.7882366e-05
684,cyz_97,97,off_diagonal,2.787588e-05
2250,cxz_321,321,off_diagonal,2.7808672e-05
3061,cxy_437,437,off_diagonal,2.7804517e-05
3345,czz_477,477,diagonal,2.7801249e-05
1266,czz_180,180,diagonal,2.7798736e-05
2203,cyz_314,314,off_diagonal,2.774803e-05
2449,czz_349,349,diagonal,2.7735312e-05
2931,cyz_418,418,off_diagonal,2.7707578e-05
675,cxz_96,96,off_diagonal,2.7688387e-05
1498,w_214,214,weight,2.7664457e-05
1065,cxx_152,152,diagonal,2.7644679e-05
3047,cxy_435,435,off_diagonal,2.7630318e-05
1536,cxz_219,219,off_diagonal,2.7627839e-05
3184,czz_454,454,diagonal,2.7576714e-05
903,w_129,129,weight,2.7573144e-05
1673,w_239,239,weight,2.751972e-05
249,cyy_35,35,diagonal,2.7344757e-05
3260,cyz_465,465,off_diagonal,2.7323305e-05
1752,cxy_250,250,off_diagonal,2.730334e-05
2011,cxy_287,287,off_diagonal,2.729147e-05
2599,cxy_371,371,off_diagonal,2.7282256e-05
3377,cxz_482,482,off_diagonal,2.7236887e-05
1520,cxx_217,217,diagonal,2.7161483e-05
2157,cxx_308,308,diagonal,2.712267e-05
933,cxy_133,133,off_diagonal,2.7084356e-05
2452,cxy_350,350,off_diagonal,2.708134e-05
3065,czz_437,437,diagonal,2.707764e-05
962,cxz_137,137,off_diagonal,2.7072932e-05
956,cyy_136,136,diagonal,2.7064603e-05
2714,cyz_387,387,off_diagonal,2.7063274e-05
505,cxx_72,72,diagonal,2.7017815e-05
2308,cyz_329,329,off_diagonal,2.6992167e-05
507,cxz_72,72,off_diagonal,2.6981988e-05
2713,cyy_387,387,diagonal,2.6936736e-05
939,cxx_134,134,diagonal,2.6864174e-05
3113,cyz_444,444,off_diagonal,2.6861591e-05
2556,cxx_365,365,diagonal,2.6816217e-05
893,cyy_127,127,diagonal,2.6797128e-05
2864,cxx_409,409,diagonal,2.6733373e-05
1458,cxy_208,208,off_diagonal,2.6693897e-05
2132,cyy_304,304,diagonal,2.666912e-05
2819,cyz_402,402,off_diagonal,2.662746e-05
3086,czz_440,440,diagonal,2.6575945e-05
3005,cxy_429,429,off_diagonal,2.6569447e-05
3228,cxx_461,461,diagonal,2.6566639e-05
870,cxy_124,124,off_diagonal,2.653179e-05
637,w_91,91,weight,2.6526262e-05
3273,cyy_467,467,diagonal,2.6524338e-05
1757,w_251,251,weight,2.6477586e-05
1243,cyy_177,177,diagonal,2.6468548e-05
603,cxx_86,86,diagonal,2.634458e-05
2462,cyz_351,351,off_diagonal,2.6330492e-05
618,cxy_88,88,off_diagonal,2.6308135e-05
2015,czz_287,287,diagonal,2.6277763e-05
1956,cxz_279,279,off_diagonal,2.6265625e-05
3200,cxx_457,457,diagonal,2.6218195e-05
2620,cxy_374,374,off_diagonal,2.615112e-05
1193,cxz_170,170,off_diagonal,2.6115904e-05
1080,cxy_154,154,off_diagonal,2.6113858e-05
300,czz_42,42,diagonal,2.6076039e-05
1531,cyz_218,218,off_diagonal,2.6070058e-05
2678,cyy_382,382,diagonal,2.603761e-05
1097,cyz_156,156,off_diagonal,2.5932033e-05
1254,cxx_179,179,diagonal,2.5921192e-05
2740,cxz_391,391,off_diagonal,2.5809342e-05
633,cxz_90,90,off_diagonal,2.577649e-05
2762,cyy_394,394,diagonal,2.5740019e-05
