feature_index,feature_name,component,feature_type,importance
3284,cxx_469,469,diagonal,4.147182e-06
2352,w_336,336,weight,4.146084e-06
1583,cxx_226,226,diagonal,4.136483e-06
2984,cxy_426,426,off_diagonal,4.131271e-06
873,cyz_124,124,off_diagonal,4.130685e-06
3298,cxx_471,471,diagonal,4.123824e-06
3324,czz_474,474,diagonal,4.1204494e-06
2727,cyy_389,389,diagonal,4.1083854e-06
664,czz_94,94,diagonal,4.0959844e-06
1484,w_212,212,weight,4.0889295e-06
828,cxy_118,118,off_diagonal,4.0588448e-06
627,cyy_89,89,diagonal,4.051033e-06
2398,cyy_342,342,diagonal,4.0508066e-06
1051,cxx_150,150,diagonal,4.0465884e-06
421,cxx_60,60,diagonal,4.0185564e-06
304,cxz_43,43,off_diagonal,4.013592e-06
1609,czz_229,229,diagonal,4.008869e-06
402,cxz_57,57,off_diagonal,3.9722404e-06
2192,cxx_313,313,diagonal,3.9683714e-06
422,cxy_60,60,off_diagonal,3.9585e-06
1469,czz_209,209,diagonal,3.955097e-06
2047,cxz_292,292,off_diagonal,3.9535585e-06
2066,cxx_295,295,diagonal,3.9489123e-06
2673,czz_381,381,diagonal,3.9326583e-06
404,cyz_57,57,off_diagonal,3.9210454e-06
1337,w_191,191,weight,3.9203346e-06
706,czz_100,100,diagonal,3.9117945e-06
303,cxy_43,43,off_diagonal,3.9109195e-06
308,w_44,44,weight,3.8930393e-06
3205,czz_457,457,diagonal,3.8892445e-06
749,w_107,107,weight,3.876487e-06
2841,czz_405,405,diagonal,3.867612e-06
732,cyy_104,104,diagonal,3.8664016e-06
1842,cxx_263,263,diagonal,3.8281723e-06
3146,cxz_449,449,off_diagonal,3.826673e-06
1007,czz_143,143,diagonal,3.8126557e-06
3378,cyy_482,482,diagonal,3.8086785e-06
2420,cyz_345,345,off_diagonal,3.8024978e-06
255,cxz_36,36,off_diagonal,3.7963662e-06
2077,cyz_296,296,off_diagonal,3.7947254e-06
602,w_86,86,weight,3.7879486e-06
3320,cxy_474,474,off_diagonal,3.763628e-06
3217,cyy_459,459,diagonal,3.761353e-06
523,cyz_74,74,off_diagonal,3.7422365e-06
345,cxy_49,49,off_diagonal,3.71879e-06
350,w_50,50,weight,3.7135753e-06
340,cyy_48,48,diagonal,3.7107498e-06
1291,cxz_184,184,off_diagonal,3.7073055e-06
2172,cxy_310,310,off_diagonal,3.7056525e-06
1962,cxy_280,280,off_diagonal,3.705507e-06
322,w_46,46,weight,3.7004552e-06
174,czz_24,24,diagonal,3.6989757e-06
1075,cyy_153,153,diagonal,3.6938552e-06
578,cyy_82,82,diagonal,3.6938002e-06
3106,cyz_443,443,off_diagonal,3.6900183e-06
2027,cyy_289,289,diagonal,3.6898723e-06
3268,czz_466,466,diagonal,3.6829172e-06
2106,czz_300,300,diagonal,3.645969e-06
2351,czz_335,335,diagonal,3.642073e-06
2742,cyz_391,391,off_diagonal,3.6105707e-06
1227,cxy_175,175,off_diagonal,3.6099773e-06
2200,cxy_314,314,off_diagonal,3.606016e-06
1980,czz_282,282,diagonal,3.5991607e-06
1098,czz_156,156,diagonal,3.5901792e-06
1212,cxx_173,173,diagonal,3.589646e-06
1073,cxy_153,153,off_diagonal,3.5866378e-06
1978,cyy_282,282,diagonal,3.5765408e-06
2584,cxx_369,369,diagonal,3.575936e-06
2261,w_323,323,weight,3.5422368e-06
3469,cyy_495,495,diagonal,3.5356104e-06
2155,czz_307,307,diagonal,3.5319808e-06
1235,cxz_176,176,off_diagonal,3.5092653e-06
1062,cyz_151,151,off_diagonal,3.5088583e-06
1140,czz_162,162,diagonal,3.4954928e-06
486,cxz_69,69,off_diagonal,3.4939203e-06
1667,cxx_238,238,diagonal,3.4913396e-06
232,cxx_33,33,diagonal,3.4890957e-06
244,czz_34,34,diagonal,3.4825537e-06
374,cxz_53,53,off_diagonal,3.4723212e-06
2499,w_357,357,weight,3.4690506e-06
2252,cyz_321,321,off_diagonal,3.4660075e-06
1676,cxz_239,239,off_diagonal,3.4659838e-06
3089,cxy_441,441,off_diagonal,3.4553464e-06
1510,cyz_215,215,off_diagonal,3.428785e-06
2591,cxx_370,370,diagonal,3.427108e-06
2917,cyz_416,416,off_diagonal,3.391557e-06
2031,cxx_290,290,diagonal,3.3636718e-06
3461,cxz_494,494,off_diagonal,3.3606248e-06
1418,cyy_202,202,diagonal,3.324231e-06
2780,cxx_397,397,diagonal,3.3122158e-06
1782,cyy_254,254,diagonal,3.290936e-06
1313,cyy_187,187,diagonal,3.2832381e-06
1985,cyy_283,283,diagonal,3.2819794e-06
2570,cxx_367,367,diagonal,3.271584e-06
2943,cxz_420,420,off_diagonal,3.267598e-06
1191,cxx_170,170,diagonal,3.2672124e-06
751,cxy_107,107,off_diagonal,3.2625946e-06
2378,cyz_339,339,off_diagonal,3.2594833e-06
2964,cxz_423,423,off_diagonal,3.2569842e-06
95,cyy_13,13,diagonal,3.2546072e-06
1417,cxz_202,202,off_diagonal,3.2528337e-06
1241,cxy_177,177,off_diagonal,3.2470577e-06
2127,czz_303,303,diagonal,3.2429664e-06
710,cxz_101,101,off_diagonal,3.2379426e-06
1369,cyy_195,195,diagonal,3.2209675e-06
286,czz_40,40,diagonal,3.2123114e-06
2571,cxy_367,367,off_diagonal,3.2054686e-06
3418,cxy_488,488,off_diagonal,3.2031649e-06
356,czz_50,50,diagonal,3.1974148e-06
2081,cxy_297,297,off_diagonal,3.190825e-06
2456,czz_350,350,diagonal,3.1810343e-06
427,w_61,61,weight,3.1707114e-06
1581,czz_225,225,diagonal,3.1630443e-06
3277,cxx_468,468,diagonal,3.157201e-06
3050,cyz_435,435,off_diagonal,3.1547684e-06
3323,cyz_474,474,off_diagonal,3.1515324e-06
2946,czz_420,420,diagonal,3.1440377e-06
2290,cxx_327,327,diagonal,3.1247428e-06
1361,cxz_194,194,off_diagonal,3.1190418e-06
1356,cyz_193,193,off_diagonal,3.1111936e-06
3112,cyy_444,444,diagonal,3.1064892e-06
2539,cyz_362,362,off_diagonal,3.1051213e-06
2642,cxz_377,377,off_diagonal,3.0996416e-06
1854,czz_264,264,diagonal,3.0774436e-06
2358,czz_336,336,diagonal,3.0634005e-06
2907,cxy_415,415,off_diagonal,3.03789e-06
2608,cyy_372,372,diagonal,3.0228584e-06
3454,cxz_493,493,off_diagonal,3.0177848e-06
1814,cxx_259,259,diagonal,3.0115004e-06
1342,cyz_191,191,off_diagonal,3.0098586e-06
1774,cxz_253,253,off_diagonal,3.0001847e-06
1249,cxz_178,178,off_diagonal,2.9947123e-06
2385,cyz_340,340,off_diagonal,2.9920122e-06
1680,w_240,240,weight,2.9912942e-06
1070,czz_152,152,diagonal,2.9849532e-06
2079,w_297,297,weight,2.9847367e-06
569,cxy_81,81,off_diagonal,2.976851e-06
735,w_105,105,weight,2.9766948e-06
1472,cxy_210,210,off_diagonal,2.962366e-06
2614,cxz_373,373,off_diagonal,2.945356e-06
1318,cxy_188,188,off_diagonal,2.9382086e-06
2223,cyy_317,317,diagonal,2.9359555e-06
2322,cyz_331,331,off_diagonal,2.9212044e-06
419,czz_59,59,diagonal,2.9173577e-06
1327,cyy_189,189,diagonal,2.8827299e-06
1019,cyy_145,145,diagonal,2.8812156e-06
3198,czz_456,456,diagonal,2.8789148e-06
1911,w_273,273,weight,2.8778738e-06
2579,cxz_368,368,off_diagonal,2.8569546e-06
1497,czz_213,213,diagonal,2.8478892e-06
3476,cyy_496,496,diagonal,2.835438e-06
1308,czz_186,186,diagonal,2.833612e-06
2635,cxz_376,376,off_diagonal,2.8284082e-06
852,cyz_121,121,off_diagonal,2.8159818e-06
1209,cyz_172,172,off_diagonal,2.814255e-06
1718,cxz_245,245,off_diagonal,2.8127079e-06
3457,czz_493,493,diagonal,2.811453e-06
196,w_28,28,weight,2.7955864e-06
2480,cxy_354,354,off_diagonal,2.7912115e-06
2601,cyy_371,371,diagonal,2.7843764e-06
110,cyz_15,15,off_diagonal,2.7664391e-06
3145,cxy_449,449,off_diagonal,2.7425478e-06
2710,cxx_387,387,diagonal,2.7243268e-06
2870,w_410,410,weight,2.7122917e-06
2638,czz_376,376,diagonal,2.7099904e-06
2513,w_359,359,weight,2.7023939e-06
2248,cxx_321,321,diagonal,2.696902e-06
645,cxx_92,92,diagonal,2.6953278e-06
1046,cxz_149,149,off_diagonal,2.6776736e-06
1335,cyz_190,190,off_diagonal,2.6770713e-06
432,cyz_61,61,off_diagonal,2.6722294e-06
792,cxx_113,113,diagonal,2.6697921e-06
1152,cyy_164,164,diagonal,2.664676e-06
1779,cxx_254,254,diagonal,2.658938e-06
1826,czz_260,260,diagonal,2.656079e-06
2395,cxx_342,342,diagonal,2.632908e-06
674,cxy_96,96,off_diagonal,2.631081e-06
3206,w_458,458,weight,2.604007e-06
1797,cyz_256,256,off_diagonal,2.6022465e-06
1459,cxz_208,208,off_diagonal,2.582858e-06
3246,cyz_463,463,off_diagonal,2.5824675e-06
1697,cxz_242,242,off_diagonal,2.5544973e-06
1158,cxz_165,165,off_diagonal,2.5538077e-06
3453,cxy_493,493,off_diagonal,2.5489046e-06
646,cxy_92,92,off_diagonal,2.5366912e-06
2195,cyy_313,313,diagonal,2.5318363e-06
744,cxy_106,106,off_diagonal,2.5279542e-06
2650,cyy_378,378,diagonal,2.5210431e-06
414,cxx_59,59,diagonal,2.517862e-06
3048,cxz_435,435,off_diagonal,2.5132451e-06
324,cxy_46,46,off_diagonal,2.498768e-06
2504,cyz_357,357,off_diagonal,2.4772642e-06
1368,cxz_195,195,off_diagonal,2.4654412e-06
445,cyy_63,63,diagonal,2.4526635e-06
223,czz_31,31,diagonal,2.4497378e-06
3405,cxz_486,486,off_diagonal,2.4440444e-06
2986,cyy_426,426,diagonal,2.431798e-06
408,cxy_58,58,off_diagonal,2.4106623e-06
2208,cxz_315,315,off_diagonal,2.402159e-06
1132,cyz_161,161,off_diagonal,2.3841474e-06
950,cyz_135,135,off_diagonal,2.367728e-06
1560,czz_222,222,diagonal,2.3565183e-06
1358,w_194,194,weight,2.3528667e-06
270,cyy_38,38,diagonal,2.344083e-06
1668,cxy_238,238,off_diagonal,2.3428963e-06
1681,cxx_240,240,diagonal,2.3378204e-06
1364,czz_194,194,diagonal,2.3368632e-06
1639,cxx_234,234,diagonal,2.3357338e-06
2404,cxz_343,343,off_diagonal,2.3279144e-06
3176,cyz_453,453,off_diagonal,2.3215764e-06
2777,cyz_396,396,off_diagonal,2.307733e-06
1661,cxy_237,237,off_diagonal,2.29954e-06
2225,czz_317,317,diagonal,2.2919364e-06
1619,cxy_231,231,off_diagonal,2.2808024e-06
2330,czz_332,332,diagonal,2.2792394e-06
2829,cxx_404,404,diagonal,2.2758654e-06
1584,cxy_226,226,off_diagonal,2.2739498e-06
579,cyz_82,82,off_diagonal,2.260409e-06
2083,cyy_297,297,diagonal,2.2590127e-06
975,cxy_139,139,off_diagonal,2.2324914e-06
3109,cxx_444,444,diagonal,2.2195538e-06
2128,w_304,304,weight,2.2135998e-06
3375,cxx_482,482,diagonal,2.2104753e-06
1846,cyz_263,263,off_diagonal,2.20034e-06
1465,cxy_209,209,off_diagonal,2.1896074e-06
922,cyz_131,131,off_diagonal,2.1750461e-06
1879,cxz_268,268,off_diagonal,2.17168e-06
759,cxz_108,108,off_diagonal,2.1535734e-06
1387,cxx_198,198,diagonal,2.1023666e-06
3398,cxz_485,485,off_diagonal,2.0908235e-06
638,cxx_91,91,diagonal,2.0809193e-06
420,w_60,60,weight,2.075523e-06
3219,czz_459,459,diagonal,2.0732923e-06
810,cyz_115,115,off_diagonal,2.068071e-06
3247,czz_463,463,diagonal,2.058867e-06
1025,cxz_146,146,off_diagonal,2.0492755e-06
1031,cxy_147,147,off_diagonal,2.0449647e-06
1943,cyy_277,277,diagonal,2.0398395e-06
1279,cyz_182,182,off_diagonal,2.0356397e-06
1806,w_258,258,weight,2.034603e-06
3365,cyz_480,480,off_diagonal,2.0264586e-06
3473,cxx_496,496,diagonal,2.0174127e-06
317,cxy_45,45,off_diagonal,1.9817562e-06
3368,cxx_481,481,diagonal,1.979827e-06
503,czz_71,71,diagonal,1.9736678e-06
1844,cxz_263,263,off_diagonal,1.9653824e-06
1564,cxz_223,223,off_diagonal,1.9608499e-06
3175,cyy_453,453,diagonal,1.9518818e-06
1338,cxx_191,191,diagonal,1.9488687e-06
2726,cxz_389,389,off_diagonal,1.9459173e-06
3006,cxz_429,429,off_diagonal,1.9245192e-06
1964,cyy_280,280,diagonal,1.9242204e-06
2723,w_389,389,weight,1.9140662e-06
2098,cyz_299,299,off_diagonal,1.9005068e-06
3293,cxz_470,470,off_diagonal,1.8991921e-06
2502,cxz_357,357,off_diagonal,1.8968434e-06
1864,cxy_266,266,off_diagonal,1.8888117e-06
2477,czz_353,353,diagonal,1.8750507e-06
2653,w_379,379,weight,1.8587756e-06
794,cxz_113,113,off_diagonal,1.85751e-06
2516,cxz_359,359,off_diagonal,1.8519371e-06
1878,cxy_268,268,off_diagonal,1.8497478e-06
994,w_142,142,weight,1.8458012e-06
899,cxz_128,128,off_diagonal,1.8326733e-06
840,w_120,120,weight,1.8297573e-06
2399,cyz_342,342,off_diagonal,1.8231478e-06
3450,czz_492,492,diagonal,1.8193435e-06
776,czz_110,110,diagonal,1.8159337e-06
112,w_16,16,weight,1.7967265e-06
1646,cxx_235,235,diagonal,1.7822712e-06
2947,w_421,421,weight,1.7816313e-06
3290,w_470,470,weight,1.7775347e-06
2859,cxz_408,408,off_diagonal,1.7738571e-06
1934,cxy_276,276,off_diagonal,1.766218e-06
2805,cyz_400,400,off_diagonal,1.7392701e-06
834,cxx_119,119,diagonal,1.7320201e-06
1976,cxy_282,282,off_diagonal,1.7251475e-06
1686,czz_240,240,diagonal,1.7242741e-06
3051,czz_435,435,diagonal,1.7116687e-06
1600,cyy_228,228,diagonal,1.7074136e-06
247,cxy_35,35,off_diagonal,1.703688e-06
2104,cyy_300,300,diagonal,1.6999315e-06
1180,cyy_168,168,diagonal,1.6937204e-06
2801,cxx_400,400,diagonal,1.6810612e-06
1082,cyy_154,154,diagonal,1.6804598e-06
2301,cyz_328,328,off_diagonal,1.6718813e-06
3311,w_473,473,weight,1.6681145e-06
385,w_55,55,weight,1.6670887e-06
1431,cxz_204,204,off_diagonal,1.6649344e-06
3126,cyy_446,446,diagonal,1.6641334e-06
2822,cxx_403,403,diagonal,1.6361453e-06
2458,cxx_351,351,diagonal,1.6358999e-06
1936,cyy_276,276,diagonal,1.6348024e-06
3039,cxx_434,434,diagonal,1.6321637e-06
44,cxy_6,6,off_diagonal,1.6231005e-06
1551,cyy_221,221,diagonal,1.6197547e-06
1340,cxz_191,191,off_diagonal,1.6127104e-06
804,czz_114,114,diagonal,1.6102533e-06
1995,w_285,285,weight,1.6087937e-06
1195,cyz_170,170,off_diagonal,1.605997e-06
1483,czz_211,211,diagonal,1.598719e-06
3456,cyz_493,493,off_diagonal,1.5863726e-06
1033,cyy_147,147,diagonal,1.5808405e-06
2609,cyz_372,372,off_diagonal,1.5771465e-06
3226,czz_460,460,diagonal,1.5728804e-06
1274,w_182,182,weight,1.5721753e-06
2862,czz_408,408,diagonal,1.56815e-06
3041,cxz_434,434,off_diagonal,1.5677699e-06
2657,cyy_379,379,diagonal,1.5651284e-06
3134,cyz_447,447,off_diagonal,1.5465275e-06
2370,cyy_338,338,diagonal,1.5287035e-06
3139,cxz_448,448,off_diagonal,1.5200493e-06
2101,cxx_300,300,diagonal,1.5180449e-06
156,cxy_22,22,off_diagonal,1.5122548e-06
103,cyz_14,14,off_diagonal,1.507648e-06
3406,cyy_486,486,diagonal,1.5060664e-06
1460,cyy_208,208,diagonal,1.4962676e-06
887,cyz_126,126,off_diagonal,1.495607e-06
1659,w_237,237,weight,1.4883038e-06
3477,cyz_496,496,off_diagonal,1.4779446e-06
1849,cxx_264,264,diagonal,1.455538e-06
1043,w_149,149,weight,1.4551622e-06
2558,cxz_365,365,off_diagonal,1.4551512e-06
545,czz_77,77,diagonal,1.443443e-06
508,cyy_72,72,diagonal,1.442059e-06
2691,cxz_384,384,off_diagonal,1.434445e-06
671,czz_95,95,diagonal,1.4323208e-06
3497,cyy_499,499,diagonal,1.4278057e-06
1055,cyz_150,150,off_diagonal,1.4271902e-06
1601,cyz_228,228,off_diagonal,1.417481e-06
1277,cxz_182,182,off_diagonal,1.4150485e-06
839,czz_119,119,diagonal,1.4138215e-06
2604,w_372,372,weight,1.4123938e-06
1836,cxy_262,262,off_diagonal,1.4106744e-06
1453,cyy_207,207,diagonal,1.4044581e-06
2073,cxx_296,296,diagonal,1.3961388e-06
225,cxx_32,32,diagonal,1.3904194e-06
2749,cyz_392,392,off_diagonal,1.3880566e-06
778,cxx_111,111,diagonal,1.3831742e-06
1343,czz_191,191,diagonal,1.3821232e-06
1773,cxy_253,253,off_diagonal,1.3622505e-06
3413,cyy_487,487,diagonal,1.3555672e-06
1491,w_213,213,weight,1.3449674e-06
600,cyz_85,85,off_diagonal,1.3386015e-06
359,cxy_51,51,off_diagonal,1.3316627e-06
561,cxx_80,80,diagonal,1.3314609e-06
2023,w_289,289,weight,1.3299389e-06
1977,cxz_282,282,off_diagonal,1.3269854e-06
2365,czz_337,337,diagonal,1.3251171e-06
978,cyz_139,139,off_diagonal,1.3085275e-06
533,cxx_76,76,diagonal,1.3078065e-06
2159,cxz_308,308,off_diagonal,1.3040542e-06
1556,cxy_222,222,off_diagonal,1.2922332e-06
1359,cxx_194,194,diagonal,1.2715375e-06
482,czz_68,68,diagonal,1.2702601e-06
2983,cxx_426,426,diagonal,1.2700467e-06
3369,cxy_481,481,off_diagonal,1.2610775e-06
1116,cxz_159,159,off_diagonal,1.2594857e-06
2671,cyy_381,381,diagonal,1.252686e-06
1238,czz_176,176,diagonal,1.2205289e-06
2961,w_423,423,weight,1.2203877e-06
2068,cxz_295,295,off_diagonal,1.2148803e-06
1247,cxx_178,178,diagonal,1.2101087e-06
617,cxx_88,88,diagonal,1.2068656e-06
2634,cxy_376,376,off_diagonal,1.2049526e-06
2835,w_405,405,weight,1.2028054e-06
1548,cxx_221,221,diagonal,1.1987179e-06
1517,cyz_216,216,off_diagonal,1.1884279e-06
1627,cxz_232,232,off_diagonal,1.1838692e-06
3072,czz_438,438,diagonal,1.1578051e-06
971,cyz_138,138,off_diagonal,1.1398633e-06
332,cxz_47,47,off_diagonal,1.1388571e-06
2937,cyy_419,419,diagonal,1.1215673e-06
1090,cyz_155,155,off_diagonal,1.1156018e-06
1958,cyz_279,279,off_diagonal,1.1123176e-06
3371,cyy_481,481,diagonal,1.1090438e-06
2533,czz_361,361,diagonal,1.0977748e-06
2063,cyz_294,294,off_diagonal,1.0923577e-06
3281,cyz_468,468,off_diagonal,1.0912506e-06
1478,cxx_211,211,diagonal,1.0902794e-06
891,cxy_127,127,off_diagonal,1.0761912e-06
777,w_111,111,weight,1.0550858e-06
1637,czz_233,233,diagonal,1.0541814e-06
3266,cyy_466,466,diagonal,1.0491648e-06
3238,cyy_462,462,diagonal,1.0491422e-06
3374,w_482,482,weight,1.0384128e-06
2206,cxx_315,315,diagonal,1.0154083e-06
1263,cxz_180,180,off_diagonal,1.0101749e-06
1533,w_219,219,weight,1.0071305e-06
953,cxx_136,136,diagonal,1.0045646e-06
2957,cxz_422,422,off_diagonal,1.0006511e-06
1550,cxz_221,221,off_diagonal,1.0002465e-06
2541,w_363,363,weight,9.859245e-07
2685,cyy_383,383,diagonal,9.837789e-07
316,cxx_45,45,diagonal,9.832719e-07
574,w_82,82,weight,9.771401e-07
591,cxz_84,84,off_diagonal,9.66066e-07
1671,cyz_238,238,off_diagonal,9.387535e-07
2224,cyz_317,317,off_diagonal,9.384041e-07
1239,w_177,177,weight,9.35596e-07
2514,cxx_359,359,diagonal,8.9985383e-07
283,cxz_40,40,off_diagonal,8.8504805e-07
715,cxx_102,102,diagonal,8.808056e-07
2545,cyy_363,363,diagonal,8.6326145e-07
1450,cxx_207,207,diagonal,8.625463e-07
2258,cyy_322,322,diagonal,8.532324e-07
2832,cyy_404,404,diagonal,8.4819106e-07
1728,czz_246,246,diagonal,8.4779145e-07
1120,w_160,160,weight,8.400454e-07
181,czz_25,25,diagonal,8.3876324e-07
431,cyy_61,61,diagonal,8.3855707e-07
2413,cyz_344,344,off_diagonal,8.319304e-07
90,czz_12,12,diagonal,8.314302e-07
1524,cyz_217,217,off_diagonal,8.299649e-07
3077,cyy_439,439,diagonal,8.220009e-07
107,cxy_15,15,off_diagonal,8.189547e-07
3251,cxz_464,464,off_diagonal,8.177889e-07
1965,cyz_280,280,off_diagonal,8.112573e-07
3007,cyy_429,429,diagonal,7.785213e-07
3160,cxz_451,451,off_diagonal,7.531642e-07
1875,czz_267,267,diagonal,7.484115e-07
811,czz_115,115,diagonal,7.339685e-07
902,czz_128,128,diagonal,7.323436e-07
2463,czz_351,351,diagonal,6.9855616e-07
3132,cxz_447,447,off_diagonal,6.9805566e-07
832,czz_118,118,diagonal,6.8417e-07
698,cyz_99,99,off_diagonal,6.8257924e-07
967,cxx_138,138,diagonal,6.728218e-07
1252,czz_178,178,diagonal,6.6300555e-07
2371,cyz_338,338,off_diagonal,6.6257206e-07
1635,cyy_233,233,diagonal,6.6150693e-07
3445,cxx_492,492,diagonal,6.540899e-07
898,cxy_128,128,off_diagonal,6.530575e-07
2407,czz_343,343,diagonal,6.403022e-07
91,w_13,13,weight,6.2992183e-07
1563,cxy_223,223,off_diagonal,6.295588e-07
3348,cxy_478,478,off_diagonal,6.2631597e-07
2075,cxz_296,296,off_diagonal,6.218089e-07
1717,cxy_245,245,off_diagonal,6.2072576e-07
511,w_73,73,weight,6.200248e-07
1607,cyy_229,229,diagonal,6.067042e-07
2874,cyy_410,410,diagonal,5.9709225e-07
384,czz_54,54,diagonal,5.9634755e-07
1023,cxx_146,146,diagonal,5.843622e-07
654,cxz_93,93,off_diagonal,5.836466e-07
1250,cyy_178,178,diagonal,5.8078257e-07
1004,cxz_143,143,off_diagonal,5.752402e-07
1330,w_190,190,weight,5.732411e-07
242,cyy_34,34,diagonal,5.717551e-07
2522,cxy_360,360,off_diagonal,5.7109804e-07
1352,cxx_193,193,diagonal,5.666619e-07
1094,cxy_156,156,off_diagonal,5.546096e-07
2494,cxy_356,356,off_diagonal,5.4945644e-07
3031,w_433,433,weight,5.297836e-07
890,cxx_127,127,diagonal,5.29471e-07
2576,w_368,368,weight,5.2875805e-07
143,cxz_20,20,off_diagonal,5.2767444e-07
415,cxy_59,59,off_diagonal,5.261155e-07
1783,cyz_254,254,off_diagonal,5.25189e-07
884,cxy_126,126,off_diagonal,5.219886e-07
2684,cxz_383,383,off_diagonal,5.148489e-07
1822,cxy_260,260,off_diagonal,5.131222e-07
983,cxz_140,140,off_diagonal,5.1152955e-07
2690,cxy_384,384,off_diagonal,5.08295e-07
611,cxy_87,87,off_diagonal,5.0157416e-07
3218,cyz_459,459,off_diagonal,4.997812e-07
3117,cxy_445,445,off_diagonal,4.875053e-07
2235,cxy_319,319,off_diagonal,4.824927e-07
1963,cxz_280,280,off_diagonal,4.821631e-07
649,cyz_92,92,off_diagonal,4.7643613e-07
854,w_122,122,weight,4.7386567e-07
3433,cxz_490,490,off_diagonal,4.4865928e-07
2427,cyz_346,346,off_diagonal,4.3854712e-07
2432,cxz_347,347,off_diagonal,4.354641e-07
3054,cxy_436,436,off_diagonal,4.289587e-07
989,cxy_141,141,off_diagonal,4.284079e-07
1994,czz_284,284,diagonal,4.258258e-07
2158,cxy_308,308,off_diagonal,4.1756505e-07
2042,cyz_291,291,off_diagonal,3.923591e-07
3070,cyy_438,438,diagonal,3.9089812e-07
352,cxy_50,50,off_diagonal,3.8878363e-07
186,cyy_26,26,diagonal,3.878318e-07
2679,cyz_382,382,off_diagonal,3.829189e-07
2459,cxy_351,351,off_diagonal,3.7399263e-07
3066,w_438,438,weight,3.7365177e-07
2475,cyy_353,353,diagonal,3.6954106e-07
3444,w_492,492,weight,3.65772e-07
158,cyy_22,22,diagonal,3.5671658e-07
1819,czz_259,259,diagonal,3.483096e-07
2755,cyy_393,393,diagonal,3.4449653e-07
2916,cyy_416,416,diagonal,3.3827982e-07
1349,cyz_192,192,off_diagonal,3.3032472e-07
1447,cyz_206,206,off_diagonal,3.2939877e-07
2643,cyy_377,377,diagonal,3.2574064e-07
1941,cxy_277,277,off_diagonal,3.2025378e-07
1151,cxz_164,164,off_diagonal,3.1639954e-07
3338,czz_476,476,diagonal,3.151413e-07
2479,cxx_354,354,diagonal,3.1235845e-07
2048,cyy_292,292,diagonal,3.0706028e-07
3229,cxy_461,461,off_diagonal,3.050488e-07
1691,cyy_241,241,diagonal,3.006424e-07
1932,w_276,276,weight,2.9951363e-07
799,cxx_114,114,diagonal,2.9659367e-07
2659,czz_379,379,diagonal,2.93452e-07
3147,cyy_449,449,diagonal,2.905384e-07
3468,cxz_495,495,off_diagonal,2.864419e-07
2036,czz_290,290,diagonal,2.8380333e-07
2512,czz_358,358,diagonal,2.8104904e-07
1655,cxz_236,236,off_diagonal,2.7111722e-07
2384,cyy_340,340,diagonal,2.6657358e-07
571,cyy_81,81,diagonal,2.6400485e-07
2342,cyy_334,334,diagonal,2.6367596e-07
2162,czz_308,308,diagonal,2.6098553e-07
1454,cyz_207,207,off_diagonal,2.5976726e-07
3099,cyz_442,442,off_diagonal,2.5964562e-07
1590,cxx_227,227,diagonal,2.5483556e-07
2899,cxx_414,414,diagonal,2.38971e-07
1701,w_243,243,weight,2.388373e-07
1666,w_238,238,weight,2.3199061e-07
1896,czz_270,270,diagonal,2.2365582e-07
3335,cxz_476,476,off_diagonal,2.2331227e-07
3308,cyy_472,472,diagonal,2.2023104e-07
2715,czz_387,387,diagonal,2.1560456e-07
1508,cxz_215,215,off_diagonal,2.1543262e-07
1146,cyz_163,163,off_diagonal,2.1094357e-07
2357,cyz_336,336,off_diagonal,2.0608536e-07
3071,cyz_438,438,off_diagonal,2.04145e-07
3350,cyy_478,478,diagonal,1.9812981e-07
1682,cxy_240,240,off_diagonal,1.9807291e-07
2115,cxx_302,302,diagonal,1.9219877e-07
2843,cxx_406,406,diagonal,1.8528313e-07
2613,cxy_373,373,off_diagonal,1.8508301e-07
1841,w_263,263,weight,1.8443997e-07
2362,cxz_337,337,off_diagonal,1.6347784e-07
3319,cxx_474,474,diagonal,1.6341352e-07
46,cyy_6,6,diagonal,1.6330414e-07
1208,cyy_172,172,diagonal,1.5633434e-07
1830,cxz_261,261,off_diagonal,1.5468562e-07
2814,w_402,402,weight,1.5442208e-07
1644,czz_234,234,diagonal,1.4993684e-07
825,czz_117,117,diagonal,1.3993922e-07
1685,cyz_240,240,off_diagonal,1.3569006e-07
1678,cyz_239,239,off_diagonal,1.233908e-07
803,cyz_114,114,off_diagonal,1.1766388e-07
1184,cxx_169,169,diagonal,1.1733596e-07
2287,cyz_326,326,off_diagonal,1.1703531e-07
2400,czz_342,342,diagonal,1.1685279e-07
1177,cxx_168,168,diagonal,1.1602603e-07
1305,cxz_186,186,off_diagonal,1.11013875e-07
3073,w_439,439,weight,1.061642e-07
793,cxy_113,113,off_diagonal,1.05804524e-07
2770,cyz_395,395,off_diagonal,1.0541643e-07
1363,cyz_194,194,off_diagonal,1.0413803e-07
775,cyz_110,110,off_diagonal,1.0263084e-07
2735,cyz_390,390,off_diagonal,1.01566926e-07
1543,cxz_220,220,off_diagonal,9.806142e-08
2817,cxz_402,402,off_diagonal,9.665646e-08
831,cyz_118,118,off_diagonal,9.626584e-08
3465,w_495,495,weight,8.323174e-08
2959,cyz_422,422,off_diagonal,8.268768e-08
2433,cyy_347,347,diagonal,7.811891e-08
2966,cyz_423,423,off_diagonal,7.3342854e-08
1918,w_274,274,weight,5.9520264e-08
1419,cyz_202,202,off_diagonal,5.2504138e-08
